DATE,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE
31/03/1989,292.7,10.01,24.96,122.3,1989.208333,9.36,598.2669532,20.46003485,51.01722976,15.29896911
30/04/1989,302.3,10.0867,25.0467,123.1,1989.291667,9.18,613.8734393,20.48282243,50.86173957,15.68674266
31/05/1989,313.9,10.1933,25.1333,123.8,1989.375,8.86,633.8250798,20.5822529,50.74901522,16.18635354
30/06/1989,323.7,10.37,25.22,124.1,1989.458333,8.28,652.0331356,20.88842637,50.80097522,16.64190424
31/07/1989,331.9,10.4233,24.71,124.4,1989.541667,8.02,666.9382426,20.94515632,49.65364258,17.01340765
31/08/1989,346.6,10.5467,24.2,124.6,1989.625,8.11,695.3592957,21.15910526,48.55076445,17.73425144
30/09/1989,347.3,10.73,23.69,125,1989.708333,8.19,694.534013,21.4579613,47.3754989,17.71422068
31/10/1989,347.4,10.7967,23.4267,125.6,1989.791667,8.01,691.415201,21.48820524,46.62514822,17.64085385
30/11/1989,340.2,10.9233,23.1633,125.9,1989.875,7.87,675.4719639,21.68836832,45.99106332,17.24236927
31/12/1989,348.6,11.06,22.87,126.1,1989.958333,7.84,691.052504,21.92495896,45.33669181,17.6502129
31/01/1990,339.97,11.14,22.49,127.4,1990.041667,8.21,667.0677057,21.85820585,44.12846046,17.04884361
28/02/1990,330.45,11.23,22.08,128,1990.125,8.47,645.3488423,21.93151006,43.12090313,16.50809352
31/03/1990,338.46,11.32,21.67,128.7,1990.208333,8.59,657.3967488,21.98703302,42.09001816,16.83374823
30/04/1990,338.18,11.4367,21.5333,128.9,1990.291667,8.79,655.8337333,22.1792349,41.75960888,16.8139139
31/05/1990,350.25,11.5533,21.3967,129.2,1990.375,8.76,677.663944,22.35333289,41.39835006,17.39241359
30/06/1990,360.39,11.66,21.26,129.9,1990.458333,8.48,693.5253329,22.43820689,40.91220227,17.81708282
31/07/1990,360.03,11.7267,21.42,130.4,1990.541667,8.47,690.1759915,22.48003444,41.06204965,17.74717159
31/08/1990,330.75,11.7833,21.58,131.6,1990.625,8.75,628.2647773,22.3825619,40.99154616,16.16833476
30/09/1990,315.41,11.83,21.74,132.7,1990.708333,8.89,594.1598268,22.28499651,40.95315505,15.30128544
31/10/1990,307.12,11.9267,21.6067,133.5,1990.791667,8.72,575.0764487,22.3325224,40.45814113,14.81814797
30/11/1990,315.29,12.0133,21.4733,133.8,1990.875,8.39,589.0509108,22.44424278,40.11819887,15.1876076
31/12/1990,328.75,12.09,21.34,133.8,1990.958333,8.08,614.1979984,22.58754008,39.86915676,15.84631497
31/01/1991,325.49,12.1067,21.1833,134.6,1991.041667,8.09,604.4930878,22.4843051,39.34117308,15.60619012
28/02/1991,362.26,12.1133,21.0267,134.8,1991.125,7.85,671.7833555,22.46318479,38.99240071,17.35466475
31/03/1991,372.28,12.11,20.94,135,1991.208333,8.11,689.3419137,22.42379546,38.77409389,17.81862008
30/04/1991,379.68,12.13,20.3633,135.2,1991.291667,8.04,702.0043092,22.4276029,37.65045393,18.1553459
31/05/1991,377.99,12.14,19.8567,135.6,1991.375,8.07,696.8180143,22.37987961,36.60548233,18.03543091
30/06/1991,378.29,12.15,19.41,136,1991.458333,8.28,695.3199677,22.33243704,35.67675744,18.01522704
31/07/1991,380.23,12.1933,18.84,136.2,1991.541667,8.27,697.8595414,22.3791146,34.57821256,18.10345235
31/08/1991,389.4,12.2367,18.33,136.6,1991.625,7.9,712.5970113,22.39300423,33.54366517,18.51225846
30/09/1991,387.2,12.28,17.82,137.2,1991.708333,7.65,705.4723324,22.37396757,32.46776075,18.35728259
31/10/1991,386.88,12.2533,17.2033,137.4,1991.791667,7.53,703.8632576,22.29282376,31.29851835,18.34918799
30/11/1991,385.92,12.2267,16.5867,137.8,1991.875,7.42,700.0786241,22.17985933,30.08912239,18.28886817
31/12/1991,388.51,12.2,15.97,137.9,1991.958333,7.09,704.2659383,22.11537527,28.94938878,18.44165231
31/01/1992,416.08,12.24,16.0467,138.1,1992.041667,7.03,753.1507466,22.15575163,29.04629899,19.77306821
29/02/1992,412.56,12.28,16.1233,138.6,1992.125,7.34,744.0851494,22.14796789,29.07966863,19.58298297
31/03/1992,407.36,12.32,16.19,139.3,1992.208333,7.54,731.0145384,22.10845226,29.05323394,19.28356186
30/04/1992,407.41,12.32,16.4833,139.5,1992.291667,7.48,730.0560861,22.07675556,29.53715786,19.30122951
31/05/1992,414.81,12.32,16.7667,139.7,1992.375,7.39,742.252314,22.04514961,30.00198132,19.6622798
30/06/1992,408.27,12.32,17.05,140.2,1992.458333,7.26,727.9443908,21.96652924,30.40010744,19.31536597
31/07/1992,415.05,12.3433,17.38,140.5,1992.541667,6.84,738.452972,21.96108076,30.922329,19.62074069
31/08/1992,417.93,12.3667,17.71,140.9,1992.625,6.59,741.4661048,21.94025047,31.42000985,19.7221375
30/09/1992,418.48,12.4,18.04,141.3,1992.708333,6.42,740.3401352,21.93705237,31.91487297,19.70876642
31/10/1992,412.5,12.3867,18.39,141.8,1992.791667,6.59,727.1876102,21.83625399,32.41934582,19.37027108
30/11/1992,422.84,12.3833,18.74,142,1992.875,6.87,744.3658982,21.79951336,32.98982342,19.83365604
31/12/1992,435.64,12.39,19.09,141.9,1992.958333,6.77,767.439419,21.82667891,33.62964491,20.44860672
31/01/1993,435.23,12.4133,19.34,142.6,1993.041667,6.6,762.9534592,21.76037997,33.90280978,20.3234108
28/02/1993,441.7,12.4467,19.59,143.1,1993.125,6.26,771.5898646,21.74269316,34.22106735,20.54533679
31/03/1993,450.16,12.48,19.84,143.6,1993.208333,5.98,783.6302834,21.72495543,34.53710864,20.85520015
30/04/1993,443.08,12.4933,19.67,144,1993.291667,5.97,769.1630337,21.68769642,34.14606137,20.45736202
31/05/1993,445.25,12.5067,19.5,144.2,1993.375,6.04,771.8580119,21.68084581,33.80400052,20.51760563
30/06/1993,448.06,12.52,19.33,144.4,1993.458333,5.96,775.6534527,21.67384107,33.46288721,20.60835701
31/07/1993,447.29,12.52,19.69,144.4,1993.541667,5.81,774.3204769,21.67384107,34.08609669,20.56459641
31/08/1993,454.13,12.52,20.05,144.8,1993.625,5.68,783.9897404,21.61396858,34.61342412,20.81222755
30/09/1993,459.24,12.52,20.41,145.1,1993.708333,5.36,791.1722471,21.56928084,35.16206246,20.99350101
31/10/1993,463.9,12.54,20.9,145.7,1993.791667,5.33,795.9092819,21.51477128,35.85795213,21.10917825
30/11/1993,462.89,12.56,21.39,145.8,1993.875,5.72,793.6317309,21.53430521,36.67347042,21.03790119
31/12/1993,465.95,12.58,21.89,145.8,1993.958333,5.77,798.878146,21.56859551,37.53072779,21.16473208
31/01/1994,472.99,12.6233,22.1567,146.2,1994.041667,5.75,808.7295929,21.58361968,37.88405457,21.41197491
28/02/1994,471.58,12.6667,22.4333,146.7,1994.125,5.97,803.570552,21.58400931,38.22625909,21.26384019
31/03/1994,463.81,12.71,22.71,147.2,1994.208333,6.48,787.6459546,21.58422648,38.56630868,20.83337589
30/04/1994,447.23,12.7533,23.54,147.4,1994.291667,6.97,758.4591471,21.62837252,39.92158022,20.05525009
31/05/1994,450.9,12.7967,24.37,147.5,1994.375,7.18,764.1646856,21.68726155,41.30116076,20.19649242
30/06/1994,454.83,12.84,25.2,148,1994.458333,7.1,768.220931,21.68712872,42.56352365,20.29076369
31/07/1994,451.4,12.87,25.91,148.4,1994.541667,7.3,760.3725017,21.67920713,43.64477519,20.06795182
31/08/1994,464.24,12.9,26.62,149,1994.625,7.24,778.8521765,21.64223909,44.66018641,20.5355494
30/09/1994,466.96,12.92,27.33,149.4,1994.708333,7.46,781.3180033,21.6177587,45.7285871,20.5764501
31/10/1994,463.81,13.0133,28.42,149.5,1994.791667,7.74,775.5283245,21.75930391,47.52056873,20.39575928
30/11/1994,461.01,13.0967,29.51,149.7,1994.875,7.96,769.81664,21.86949869,49.27721535,20.20947302
31/12/1994,455.19,13.17,30.6,149.7,1994.958333,7.81,760.0981245,21.99189855,51.0973497,19.91148411
31/01/1995,465.25,13.18,31.25,150.3,1995.041667,7.78,773.7954113,21.92073836,51.97443654,20.21911942
28/02/1995,481.92,13.18,31.9,150.9,1995.125,7.47,798.3336938,21.83357836,52.84454854,20.80257176
31/03/1995,493.15,13.17,32.55,151.4,1995.208333,7.2,814.2390204,21.74496177,53.74324265,21.1527373
30/04/1995,507.91,13.2433,33.1767,151.9,1995.291667,7.06,835.8488291,21.79401232,54.59767645,21.64273926
31/05/1995,523.81,13.3067,33.8033,152.2,1995.375,6.63,860.3157655,21.85518374,55.51919955,22.1954267
30/06/1995,539.35,13.36,34.43,152.5,1995.458333,6.17,884.0963307,21.89955869,56.4372609,22.71835676
31/07/1995,557.37,13.44,34.68,152.5,1995.541667,6.28,913.634508,22.03069377,56.84705803,23.37641269
31/08/1995,559.11,13.51,34.93,152.9,1995.625,6.49,914.0890853,22.08750253,57.10706614,23.28407026
30/09/1995,578.77,13.58,35.18,153.2,1995.708333,6.2,944.3782912,22.15846916,57.40316237,23.94600708
31/10/1995,582.92,13.65,34.7733,153.7,1995.791667,6.04,948.0556646,22.200233,56.55497159,23.92676276
30/11/1995,595.53,13.72,34.3667,153.6,1995.875,5.93,969.1950271,22.32860775,55.93007025,24.34758688
31/12/1995,614.57,13.79,33.96,153.5,1995.958333,5.71,1000.833251,22.45714976,55.30419186,25.02738066
31/01/1996,614.42,13.8933,33.9867,154.4,1996.041667,5.65,994.7565254,22.49349115,55.02505062,24.76246519
29/02/1996,649.54,13.9967,34.0133,154.9,1996.125,5.81,1048.221907,22.58775067,54.89036271,25.97606555
31/03/1996,647.07,14.1,34.04,155.7,1996.208333,6.27,1038.870469,22.63754094,54.65119814,25.6299304
30/04/1996,647.17,14.1567,34.33,156.3,1996.291667,6.51,1035.042417,22.64132296,54.90521217,25.42420385
31/05/1996,661.23,14.2133,34.62,156.6,1996.375,6.74,1055.503166,22.68829779,55.26294875,25.81404383
30/06/1996,668.5,14.27,34.91,156.7,1996.458333,6.91,1066.427078,22.76426986,55.6903056,25.96667356
31/07/1996,644.07,14.4,35.2733,157,1996.541667,6.87,1025.491741,22.92775796,56.16233923,24.85841133
31/08/1996,662.68,14.53,35.6367,157.3,1996.625,6.64,1053.110371,23.09062246,56.63273127,25.41252912
30/09/1996,674.88,14.66,36,157.8,1996.708333,6.83,1069.099947,23.2233956,57.02880228,25.68011551
31/10/1996,701.46,14.74,36.91,158.3,1996.791667,6.53,1107.696401,23.2763735,58.28568154,26.48346772
30/11/1996,735.67,14.82,37.82,158.6,1996.875,6.2,1159.520983,23.35843648,59.60972115,27.58561205
31/12/1996,743.25,14.9,38.73,158.6,1996.958333,6.3,1171.468145,23.4845279,61.04401111,27.72394616
31/01/1997,766.22,14.9533,39.2333,159.1,1997.041667,6.58,1203.876821,23.494468,61.64294915,28.33287013
28/02/1997,798.39,15.0067,39.7367,159.6,1997.125,6.42,1250.492094,23.50450245,62.23829106,29.26563488
31/03/1997,792.16,15.06,40.24,160,1997.208333,6.69,1237.632414,23.52901453,62.86902688,28.80245859
30/04/1997,763.93,15.0933,40.3433,160.2,1997.291667,6.89,1192.037183,23.55160134,62.95172813,27.58516034
31/05/1997,833.09,15.1267,40.4467,160.1,1997.375,6.71,1300.766484,23.61846184,63.15249463,29.92836222
30/06/1997,876.29,15.16,40.55,160.3,1997.458333,6.49,1366.510843,23.64092296,63.23479063,31.25656062
31/07/1997,925.29,15.2167,40.58,160.5,1997.541667,6.22,1441.124762,23.69977323,63.20271791,32.76663769
31/08/1997,927.24,15.2733,40.61,160.8,1997.625,6.3,1441.467525,23.74354639,63.13143975,32.58628349
30/09/1997,937.02,15.33,40.64,161.2,1997.708333,6.21,1453.056736,23.77255529,63.02130769,32.66658134
31/10/1997,951.16,15.3867,40.3333,161.6,1997.791667,6.03,1471.332982,23.80142058,62.39088542,32.90149818
30/11/1997,938.92,15.4433,40.0267,161.5,1997.875,5.88,1453.298456,23.90376608,61.95494963,32.33660053
31/12/1997,962.37,15.5,39.72,161.3,1997.958333,5.81,1491.442304,24.02127635,61.55645784,33.03078904
31/01/1998,963.36,15.55,39.66,161.6,1998.041667,5.54,1490.204952,24.05402653,61.34936928,32.85996842
28/02/1998,1023.74,15.6,39.6,161.9,1998.125,5.57,1580.671317,24.08665534,61.14304818,34.70967778
31/03/1998,1076.83,15.64,39.54,162.2,1998.208333,5.65,1659.567973,24.10375185,60.93749029,36.29692774
30/04/1998,1112.2,15.75,39.35,162.5,1998.291667,5.64,1710.914371,24.22846731,60.53271038,37.27693404
31/05/1998,1108.42,15.85,39.16,162.8,1998.375,5.65,1701.957463,24.33736832,60.1294223,36.95659852
30/06/1998,1108.39,15.95,38.97,163,1998.458333,5.5,1699.823164,24.46086618,59.76426051,36.80229346
31/07/1998,1156.58,16.0167,38.6767,163.2,1998.541667,5.46,1771.5535,24.53305517,59.24176733,38.25964509
31/08/1998,1074.62,16.0833,38.3833,163.4,1998.625,5.34,1643.999252,24.60491445,58.72040022,35.42340102
30/09/1998,1020.64,16.14,38.09,163.6,1998.708333,4.81,1559.509534,24.66147112,58.20046065,33.53235698
31/10/1998,1032.47,16.1667,37.9633,164,1998.791667,4.53,1573.737676,24.64201854,57.86538641,33.77310288
30/11/1998,1144.43,16.1833,37.8367,164,1998.875,4.83,1744.392194,24.66732102,57.67241694,37.36939188
31/12/1998,1190.05,16.2,37.71,163.9,1998.958333,4.65,1815.034999,24.70784167,57.51436478,38.82027478
31/01/1999,1248.77,16.28333333,37.93333333,164.3,1999.041667,4.72,1899.956432,24.7744772,57.71413522,40.57695768
28/02/1999,1246.58,16.36666667,38.15666667,164.5,1999.125,5,1894.318503,24.87099063,57.98334618,40.40015923
31/03/1999,1281.66,16.45,38.38,165,1999.208333,5.23,1941.72461,24.92187462,58.14599076,41.35610363
30/04/1999,1334.76,16.45,39.26,166.2,1999.291667,5.18,2007.570995,24.74193329,59.04974474,42.70450952
31/05/1999,1332.07,16.45,40.14,166.2,1999.375,5.54,2003.52505,24.74193329,60.37332536,42.55667671
30/06/1999,1322.55,16.45,41.02,166.2,1999.458333,5.9,1989.206314,24.74193329,61.69690599,42.18067591
31/07/1999,1380.99,16.51333333,42,166.7,1999.541667,5.79,2070.874034,24.76269431,62.98141872,43.82803599
31/08/1999,1327.49,16.57666667,42.98,167.1,1999.625,5.94,1985.882538,24.7981626,64.29670392,41.93071216
30/09/1999,1318.17,16.64,43.96,167.9,1999.708333,5.92,1962.544333,24.77429899,65.44941007,41.32345133
31/10/1999,1300.01,16.65666667,45.36333333,168.2,1999.791667,6.11,1932.054844,24.75488152,67.41828748,40.5528544
30/11/1999,1391,16.67333333,46.76666667,168.3,1999.875,6.03,2066.054449,24.76492776,69.46260225,43.20829071
31/12/1999,1428.68,16.69,48.17,168.3,1999.958333,6.28,2122.020611,24.78968278,71.54697542,44.19793976
31/01/2000,1425.59,16.71333333,49.09666667,168.8,2000.041667,6.66,2111.159018,24.75080801,72.70734965,43.77257815
29/02/2000,1388.87,16.73666667,50.02333333,169.8,2000.125,6.52,2044.66734,24.63939441,73.6433762,42.18563589
31/03/2000,1442.21,16.76,50.95,171.2,2000.208333,6.26,2105.830885,24.47197401,74.39421692,43.22074844
30/04/2000,1461.36,16.74,51.27333333,171.3,2000.291667,5.99,2132.546951,24.42850219,74.82262459,43.52857429
31/05/2000,1418.48,16.72,51.59666667,171.5,2000.375,6.44,2067.558665,24.37086239,75.20665449,41.9660505
30/06/2000,1461.96,16.7,51.92,172.4,2000.458333,6.1,2119.8102,24.21463675,75.28287065,42.78197157
31/07/2000,1473,16.58333333,52.51333333,172.8,2000.541667,6.05,2130.873937,23.9898118,75.96693369,42.75809362
31/08/2000,1485.46,16.46666667,53.10666667,172.8,2000.625,5.83,2148.898844,23.82103926,76.82526264,42.86956549
30/09/2000,1468.05,16.35,53.7,173.7,2000.708333,5.8,2112.709464,23.52971611,77.28108592,41.89800792
31/10/2000,1390.14,16.32333333,52.46666667,174,2000.791667,5.74,1997.13784,23.45083709,75.37598036,39.36969904
30/11/2000,1378.04,16.29666667,51.23333333,174.1,2000.875,5.72,1978.617298,23.39907881,73.56184114,38.78214246
31/12/2000,1330.93,16.27,50,174,2000.958333,5.24,1912.074083,23.37421602,71.83225575,37.274238
31/01/2001,1335.63,16.17,48.48,175.1,2001.041667,5.16,1906.772009,23.08461429,69.21101428,36.978868
28/02/2001,1305.75,16.07,46.96,175.8,2001.125,5.1,1856.692198,22.85050249,66.77408817,35.83466265
31/03/2001,1185.85,15.97,45.44,176.2,2001.208333,4.89,1682.374211,22.65675773,64.46606583,32.32583724
30/04/2001,1189.84,15.87666667,42.55666667,176.9,2001.291667,5.14,1681.355236,22.43521535,60.13655142,32.17390117
31/05/2001,1270.37,15.78333333,39.67333333,177.7,2001.375,5.39,1787.069942,22.20291772,55.80974165,34.07464322
30/06/2001,1238.71,15.69,36.79,178,2001.458333,5.28,1739.595959,22.03442338,51.66643954,33.06853441
31/07/2001,1204.45,15.70666667,33.96333333,177.5,2001.541667,5.24,1696.247292,22.11996413,47.83113636,32.16303869
31/08/2001,1178.5,15.72333333,31.13666667,177.5,2001.625,4.97,1659.701468,22.14343608,43.85029392,31.40431876
30/09/2001,1044.64,15.74,28.31,178.3,2001.708333,4.73,1464.583229,22.0674491,39.69056443,27.66739259
31/10/2001,1076.59,15.74,27.10333333,177.7,2001.791667,4.57,1514.473444,22.14195934,38.12712228,28.57737311
30/11/2001,1129.68,15.74,25.89666667,177.4,2001.875,4.65,1591.844251,22.17940347,36.49127182,30.00510381
31/12/2001,1144.93,15.74,24.69,176.7,2001.958333,5.09,1619.724436,22.26726754,34.92876974,30.49995326
31/01/2002,1140.21,15.73666667,24.69333333,177.1,2002.041667,5.04,1609.40384,22.21226946,34.85458423,30.27720443
28/02/2002,1100.67,15.73333333,24.69666667,177.8,2002.125,4.91,1547.47671,22.12013311,34.72204792,29.08570415
31/03/2002,1153.79,15.73,24.7,178.8,2002.208333,5.28,1613.087794,21.99175846,34.53251328,30.29213064
30/04/2002,1111.93,15.83333333,25.38,179.8,2002.291667,5.21,1545.918196,22.01311063,35.28585776,29.00588325
31/05/2002,1079.25,15.93666667,26.06,179.8,2002.375,5.16,1500.483136,22.15677514,36.23126293,28.12810751
30/06/2002,1014.02,16.04,26.74,179.9,2002.458333,4.93,1409.0101,22.28804364,37.15600292,26.38767254
31/07/2002,903.59,15.96,27.84,180.1,2002.541667,4.65,1254.170126,22.15225403,38.64152582,23.46312047
31/08/2002,912.55,15.88,28.94,180.7,2002.625,4.26,1262.400813,21.96802905,40.03493456,23.58871353
30/09/2002,867.81,15.8,30.04,181,2002.708333,3.87,1198.518727,21.82113122,41.48777099,22.3650368
31/10/2002,854.63,15.89,29.22333333,181.3,2002.791667,3.94,1178.362948,21.90911535,40.29310137,21.95623386
30/11/2002,909.93,15.98,28.40666667,181.3,2002.875,4.05,1254.61053,22.03320725,39.16708223,23.3483965
31/12/2002,899.18,16.07,27.59,180.9,2002.958333,4.03,1242.52982,22.20629263,38.12517821,23.10144254
31/01/2003,895.84,16.12,28.5,181.7,2003.041667,4.05,1232.464083,22.17730958,39.20926321,22.89834858
28/02/2003,837.03,16.17,29.41,183.1,2003.125,3.9,1142.750522,22.07600198,40.15183786,21.21410212
31/03/2003,846.63,16.22,30.32,184.2,2003.208333,3.81,1148.954357,22.01202375,41.14701357,21.30971903
30/04/2003,890.03,16.20333333,31.73,183.8,2003.291667,3.96,1210.48075,22.03726063,43.15422422,22.42793958
31/05/2003,935.96,16.18666667,33.14,183.5,2003.375,3.57,1275.028725,22.05058438,45.14557452,23.59108045
30/06/2003,988,16.17,34.55,183.7,2003.458333,3.33,1344.455825,22.00389746,47.01513031,24.83222326
31/07/2003,992.54,16.31,35.89333333,183.9,2003.541667,3.98,1349.164911,22.17026992,48.78999927,24.8673291
31/08/2003,989.53,16.45,37.23666667,184.6,2003.625,4.45,1339.972907,22.27578176,50.42406444,24.64225141
30/09/2003,1019.44,16.59,38.58,185.2,2003.708333,4.27,1376.003177,22.39258093,52.0738862,25.24368675
31/10/2003,1038.73,16.85666667,41.96666667,185,2003.791667,4.29,1403.555839,22.77711525,56.7063241,25.68275607
30/11/2003,1049.9,17.12333333,45.35333333,184.5,2003.875,4.3,1422.493577,23.20014447,61.44854304,25.94679822
31/12/2003,1080.64,17.39,48.74,184.3,2003.958333,4.27,1465.731605,23.58701567,66.10874891,26.63517051
31/01/2004,1132.52,17.6,49.82666667,185.2,2004.041667,4.15,1528.634464,23.75584233,67.25422939,27.65854036
29/02/2004,1143.36,17.81,50.91333333,186.2,2004.125,4.08,1534.977686,23.91018804,68.35190194,27.65086204
31/03/2004,1123.98,18.02,52,187.4,2004.208333,3.83,1499.297254,24.03720398,69.36374066,26.88653038
30/04/2004,1133.36,18.21333333,53.38333333,188,2004.291667,4.35,1506.984482,24.21755727,70.98173127,26.90057751
31/05/2004,1102.78,18.40666667,54.76666667,189.1,2004.375,4.72,1457.793807,24.33225546,72.39749317,25.90281429
30/06/2004,1132.76,18.6,56.15,189.7,2004.458333,4.73,1492.688967,24.5100593,73.99138871,26.40128537
31/07/2004,1105.85,18.78666667,56.69,189.4,2004.541667,4.5,1459.536621,24.7952507,74.82129679,25.69588865
31/08/2004,1088.94,18.97333333,57.23,189.5,2004.625,4.28,1436.459829,25.02840484,75.49414664,25.17446223
30/09/2004,1117.66,19.16,57.77,189.9,2004.708333,4.13,1471.239892,25.22140574,76.04596083,25.66840678
31/10/2004,1117.21,19.25333333,58.03,190.9,2004.791667,4.1,1462.943773,25.21150375,75.98806594,25.41165567
30/11/2004,1168.94,19.34666667,58.29,191,2004.875,4.19,1529.880826,25.32045646,76.28856342,26.46531081
31/12/2004,1199.21,19.44,58.55,190.3,2004.958333,4.23,1575.270724,25.53619706,76.91071696,27.14480869
31/01/2005,1181.41,19.70333333,59.10666667,190.7,2005.041667,4.22,1548.633673,25.82782055,77.4790922,26.5872507
28/02/2005,1199.63,19.96666667,59.66333333,191.8,2005.125,4.17,1563.498482,26.02290124,77.76025198,26.74486313
31/03/2005,1194.9,20.23,60.22,193.3,2005.208333,4.5,1545.248945,26.16150821,77.87671896,26.33914213
30/04/2005,1164.43,20.46333333,61.23333333,194.6,2005.291667,4.34,1495.785431,26.28647137,78.65816568,25.40892257
31/05/2005,1178.28,20.69666667,62.24666667,194.4,2005.375,4.14,1515.133826,26.61355515,80.04212093,25.65023019
30/06/2005,1202.25,20.93,63.26,194.5,2005.458333,4,1545.161679,26.8997579,81.30332943,26.06839487
31/07/2005,1222.24,21.11,64.33,195.4,2005.541667,4.18,1563.618075,27.00613428,82.2977081,26.28787109
31/08/2005,1224.27,21.29,65.4,196.4,2005.625,4.26,1558.240446,27.09773097,83.2405639,26.10438141
30/09/2005,1225.92,21.47,66.47,198.8,2005.708333,4.2,1541.503443,26.99693203,83.58109325,25.73012299
31/10/2005,1191.96,21.72,67.59,199.2,2005.791667,4.46,1495.791621,27.25644654,84.81874868,24.87653872
30/11/2005,1237.37,21.97,68.71,197.6,2005.875,4.54,1565.349759,27.79341201,86.9224096,25.93178331
31/12/2005,1262.07,22.22,69.83,196.8,2005.958333,4.47,1603.087022,28.22394449,88.6983818,26.44380311
31/01/2006,1278.73,22.40666667,70.77666667,198.3,2006.041667,4.42,1611.962331,28.24576151,89.22080545,26.46870263
28/02/2006,1276.65,22.59333333,71.72333333,198.7,2006.125,4.57,1606.100551,28.42373801,90.23215855,26.24962476
31/03/2006,1293.74,22.78,72.67,199.8,2006.208333,4.72,1618.640008,28.50079567,90.91979023,26.32783778
30/04/2006,1302.17,23,73.27666667,201.5,2006.291667,4.99,1615.442052,28.53326923,90.90534167,26.14728094
31/05/2006,1290.01,23.22,73.88333333,202.5,2006.375,5.11,1592.453641,28.66394333,91.20532644,25.65064071
30/06/2006,1253.17,23.44,74.49,202.9,2006.458333,5.11,1543.926748,28.87847856,91.77294659,24.74958224
31/07/2006,1260.24,23.66,75.85,203.5,2006.541667,5.09,1548.059309,29.06357776,93.17296591,24.69678677
31/08/2006,1287.15,23.88,77.21,203.9,2006.625,4.88,1578.01339,29.27627685,94.65750987,25.05139356
30/09/2006,1317.74,24.1,78.57,202.9,2006.708333,4.72,1623.478086,29.69160978,96.79957596,25.64415644
31/10/2006,1363.38,24.36,79.55,201.8,2006.791667,4.73,1688.863329,30.1755275,98.54118279,26.53804028
30/11/2006,1388.64,24.62,80.53,201.5,2006.875,4.6,1722.714738,30.54300385,99.90365962,26.92802027
31/12/2006,1416.42,24.88,81.51,201.8,2006.958333,4.56,1754.565709,30.81966848,100.9690988,27.28268979
31/01/2007,1424.16,25.08333333,82.05666667,202.416,2007.041667,4.76,1758.784761,30.97698603,101.3369389,27.20753666
28/02/2007,1444.8,25.28666667,82.60333333,203.499,2007.125,4.72,1774.778677,31.06190256,101.4691547,27.31518141
31/03/2007,1406.95,25.49,83.15,205.352,2007.208333,4.56,1712.688871,31.02913345,101.2190054,26.22760555
30/04/2007,1463.64,25.71666667,83.74,206.686,2007.291667,4.69,1770.198458,31.10300599,101.2792892,26.97626831
31/05/2007,1511.14,25.94333333,84.33,207.949,2007.375,4.75,1816.546896,31.18657545,101.3734,27.54849045
30/06/2007,1514.19,26.17,84.92,208.352,2007.458333,5.1,1816.692607,31.39820334,101.8851902,27.41826274
31/07/2007,1520.71,26.44,82.81333333,208.299,2007.541667,5,1824.979396,31.73021498,99.38293759,27.41008817
31/08/2007,1454.62,26.71,80.70666667,207.917,2007.625,4.67,1748.873121,32.11312994,97.03270961,26.14860719
30/09/2007,1497.12,26.98,78.6,208.49,2007.708333,4.52,1795.023471,32.34859813,94.24017099,26.72574305
31/10/2007,1539.66,27.23,74.46,208.936,2007.791667,4.53,1842.087687,32.57865225,89.08580415,27.32064813
30/11/2007,1463.39,27.48,70.32,210.177,2007.875,4.15,1740.498458,32.68363023,83.63583979,25.72905358
31/12/2007,1479.22,27.73,66.18,210.036,2007.958333,4.1,1760.507097,33.00311095,78.76472712,25.95551011
31/01/2008,1378.76,27.92,64.25,211.08,2008.041667,3.74,1632.827622,33.06488962,76.08951138,24.02231776
29/02/2008,1354.87,28.11,62.32,211.693,2008.125,3.74,1599.889093,33.19350374,73.5901513,23.4952634
31/03/2008,1316.94,28.3,60.39,213.528,2008.208333,3.51,1541.735616,33.13068017,70.69829595,22.60681084
30/04/2008,1370.47,28.43666667,57.38333333,214.823,2008.291667,3.68,1594.73125,33.08999174,66.77343897,23.35604064
31/05/2008,1403.22,28.57333333,54.37666667,216.632,2008.375,3.88,1619.205258,32.97137411,62.74638659,23.69643212
30/06/2008,1341.25,28.71,51.37,218.815,2008.458333,4.1,1532.256222,32.79856563,58.68555612,22.4168128
31/07/2008,1257.33,28.75666667,49.56333333,219.964,2008.541667,4.01,1428.882174,32.68027357,56.32583606,20.90720646
31/08/2008,1281.47,28.80333333,47.75666667,219.086,2008.625,3.89,1462.152146,32.86448817,54.49016571,21.40161736
30/09/2008,1216.95,28.85,45.95,218.783,2008.708333,3.69,1390.458113,32.96332353,52.50137665,20.36273395
31/10/2008,968.8,28.69666667,35.59333333,216.573,2008.791667,3.81,1118.223375,33.12271207,41.08308973,16.38735655
30/11/2008,883.04,28.54333333,25.23666667,212.425,2008.875,3.53,1039.13865,33.58905698,29.69785711,15.25965941
31/12/2008,877.56,28.39,14.88,210.228,2008.958333,2.42,1043.482114,33.75775699,17.69339289,15.37608075
31/01/2009,865.58,28.01333333,12.20666667,211.143,2009.041667,2.52,1024.776774,33.16552297,14.45170694,15.17465194
28/02/2009,805.23,27.63666667,9.533333333,212.193,2009.125,2.87,948.6098777,32.55767295,11.23084605,14.1221818
