DATE,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE
31/03/2009,757.13,27.26,6.86,212.709,2009.208333,2.82,889.7814299,32.03603315,8.061892421,13.32366766
30/04/2009,848.15,26.70333333,7.076666667,213.24,2009.291667,2.93,994.2663498,31.30369128,8.295810335,14.98186645
31/05/2009,902.41,26.14666667,7.293333333,213.856,2009.375,3.29,1054.826929,30.56283519,8.525176365,15.99635576
30/06/2009,926.12,25.59,7.51,215.693,2009.458333,3.72,1073.321826,29.65739378,8.703674377,16.38418282
31/07/2009,935.82,25.02666667,9.186666667,215.351,2009.541667,3.56,1086.28599,29.05058385,10.66374655,16.69462082
31/08/2009,1009.73,24.46333333,10.86333333,215.834,2009.625,3.59,1169.456707,28.33312791,12.58177733,18.0940698
30/09/2009,1044.55,23.9,12.54,215.969,2009.708333,3.4,1209.028573,27.66337935,14.51459318,18.83190226
31/10/2009,1067.66,23.40333333,25.35,216.177,2009.791667,3.39,1234.588523,27.06244191,29.31346969,19.35800844
30/11/2009,1088.07,22.90666667,38.16,216.33,2009.875,3.4,1257.299766,26.46938766,44.09510331,19.81276108
31/12/2009,1110.38,22.41,50.97,215.949,2009.958333,3.59,1285.343431,25.94116093,59.0013821,20.3223765
31/01/2010,1123.58,22.24,54.29,216.687,2010.041667,3.73,1296.193657,25.65669283,62.63047904,20.5278598
28/02/2010,1089.16,22.07,57.61,216.741,2010.125,3.69,1256.172724,25.45423264,66.44396659,19.92053931
31/03/2010,1152.05,21.9,60.93,217.631,2010.208333,3.73,1323.272598,25.15487166,69.98567719,21.00460121
30/04/2010,1197.32,21.94666667,62.98666667,218.009,2010.291667,3.85,1372.886274,25.16476583,72.22257216,21.8048456
31/05/2010,1125.06,21.99333333,65.04333333,218.178,2010.375,3.42,1289.031341,25.19874136,74.52304336,20.48006864
30/06/2010,1083.36,22.04,67.1,217.965,2010.458333,3.2,1242.466773,25.27688643,76.95458617,19.74203985
31/07/2010,1079.8,22.14333333,68.68666667,218.011,2010.541667,3.01,1238.122639,25.39003733,78.75765607,19.66866047
31/08/2010,1087.28,22.24666667,70.27333333,218.312,2010.625,2.7,1244.980473,25.47335148,80.46586693,19.77029917
30/09/2010,1122.08,22.35,71.86,218.439,2010.708333,2.65,1284.080913,25.57679346,82.23482677,20.38139523
31/10/2010,1171.58,22.47666667,73.69,218.711,2010.791667,2.54,1339.060107,25.68975884,84.22415819,21.24012765
30/11/2010,1198.89,22.60333333,75.52,218.803,2010.875,2.76,1369.697977,25.82367017,86.27946783,21.70072383
31/12/2010,1241.53,22.73,77.35,219.179,2010.958333,3.29,1415.979695,25.92383469,88.21859274,22.39637977
31/01/2011,1282.62,22.96333333,78.67,220.223,2011.041667,3.39,1455.908501,26.06579673,89.29871806,22.97829943
28/02/2011,1321.12,23.19666667,79.99,221.309,2011.125,3.58,1492.251212,26.2014457,90.35150056,23.4898287
31/03/2011,1304.49,23.43,81.31,223.467,2011.208333,3.41,1459.237911,26.20943378,90.95557236,22.89933643
30/04/2011,1331.51,23.73333333,82.16333333,224.906,2011.291667,3.46,1479.933291,26.3788857,91.32207213,23.14392945
31/05/2011,1338.31,24.03666667,83.01666667,225.964,2011.375,3.17,1480.526611,26.59094279,91.83850092,23.05949151
30/06/2011,1287.29,24.34,83.87,225.722,2011.458333,3,1425.611712,26.95537841,92.88198797,22.10083129
31/07/2011,1325.19,24.62,84.90666667,225.922,2011.541667,3,1466.284942,27.24132787,93.94680524,22.6109817
31/08/2011,1185.31,24.9,85.94333333,226.545,2011.625,2.3,1307.905047,27.4753741,94.83233874,20.04985272
30/09/2011,1173.88,25.18,86.98,226.889,2011.708333,1.98,1293.328986,27.74220864,95.83071116,19.69811457
31/10/2011,1207.22,25.59666667,86.97,226.421,2011.791667,2.15,1332.810687,28.25956402,96.01774775,20.15582479
30/11/2011,1226.42,26.01333333,86.96,226.23,2011.875,2.01,1355.151273,28.74382494,96.08776334,20.3452468
31/12/2011,1243.32,26.43,86.95,225.672,2011.958333,1.98,1377.222124,29.27643787,96.31427442,20.5235755
31/01/2012,1300.58,26.73666667,87.48,226.665,2012.041667,1.97,1434.337508,29.48638595,96.4768374,21.21300809
29/02/2012,1352.49,27.04333333,88.01,227.663,2012.125,1.97,1485.047541,29.69385036,96.63585986,21.79743596
31/03/2012,1389.24,27.35,88.54,229.392,2012.208333,2.17,1513.901991,29.8042235,96.48504383,22.05394397
30/04/2012,1386.43,27.67333333,88.33333333,230.085,2012.291667,2.05,1506.289294,30.06574132,95.96990424,21.77924691
31/05/2012,1341.27,27.99666667,88.12666667,229.815,2012.375,1.8,1458.937166,30.45276307,95.8578581,20.94146742
30/06/2012,1323.48,28.32,87.92,229.478,2012.458333,1.62,1441.700587,30.84969975,95.77350291,20.54750409
31/07/2012,1359.78,28.74333333,87.44666667,229.104,2012.541667,1.53,1483.661155,31.36196085,95.41339221,20.99934129
31/08/2012,1403.45,29.16666667,86.97333333,230.379,2012.625,1.68,1522.834842,31.64773681,94.37174272,21.41042845
30/09/2012,1443.42,29.59,86.5,231.407,2012.708333,1.72,1559.247208,31.96444895,93.44119074,21.7836903
31/10/2012,1437.82,30.14333333,86.50333333,231.317,2012.791667,1.75,1553.802149,32.57485368,93.48114872,21.57710965
30/11/2012,1394.51,30.69666667,86.50666667,230.221,2012.875,1.65,1514.172818,33.33074577,93.92979847,20.89816206
31/12/2012,1422.29,31.25,86.51,229.601,2012.958333,1.72,1548.506847,34.02318724,94.18706969,21.23826114
31/01/2013,1480.4,31.53666667,86.90666667,230.28,2013.041667,1.91,1607.021194,34.23405277,94.33994543,21.90047541
28/02/2013,1512.31,31.82333333,87.30333333,232.166,2013.125,1.98,1628.324486,34.26461036,94.00067141,22.05272434
31/03/2013,1550.83,32.11,87.7,232.773,2013.208333,1.96,1665.445167,34.48311182,94.18152932,22.41920711
30/04/2013,1570.7,32.49666667,88.78333333,232.531,2013.291667,1.76,1688.539145,34.93467482,95.44415467,22.5956554
31/05/2013,1639.84,32.88333333,89.86666667,232.945,2013.375,1.93,1759.733215,35.28752433,96.43706597,23.41184178
30/06/2013,1618.77,33.27,90.95,233.504,2013.458333,2.3,1732.964121,35.61699088,97.36595492,22.92533317
31/07/2013,1668.68,33.64666667,92.09,233.596,2013.541667,2.58,1785.691402,36.00604273,98.54754731,23.49246018
31/08/2013,1670.09,34.02333333,93.23,233.877,2013.625,2.74,1785.052978,36.36537701,99.64761728,23.35664909
30/09/2013,1687.17,34.4,94.37,234.149,2013.708333,2.81,1801.213884,36.72526041,100.7489193,23.44228717
31/10/2013,1720.03,34.59666667,96.31333333,233.546,2013.791667,2.62,1841.036238,37.03058496,103.0890955,23.83473789
30/11/2013,1783.54,34.79333333,98.25666667,233.069,2013.875,2.72,1912.921242,37.31730514,105.3843843,24.64207709
31/12/2013,1807.78,34.99,100.2,233.049,2013.958333,2.9,1939.086052,37.531459,107.4779134,24.8618693
31/01/2014,1822.36,35.40333333,100.4166667,233.916,2014.041667,2.86,1947.479946,37.83406225,107.3110936,24.85960909
28/02/2014,1817.04,35.81666667,100.6333333,234.781,2014.125,2.71,1934.64056,38.13475546,107.1464185,24.59093088
31/03/2014,1863.52,36.23,100.85,236.293,2014.208333,2.72,1971.432676,38.32800607,106.6900196,24.95603915
30/04/2014,1864.26,36.61333333,101.6066667,237.072,2014.291667,2.71,1965.734983,38.60626209,107.137298,24.7863154
31/05/2014,1889.77,36.99666667,102.3633333,237.9,2014.375,2.56,1985.698268,38.87468683,107.559488,24.94327411
30/06/2014,1947.09,37.38,103.12,238.343,2014.458333,2.6,2042.125242,39.20447517,108.1531696,25.55800762
31/07/2014,1973.1,37.75,104.0666667,238.25,2014.541667,2.54,2070.212545,39.60798924,109.1886467,25.81754598
31/08/2014,1961.53,38.12,105.0133333,237.852,2014.625,2.42,2061.516883,40.06312602,110.3662751,25.61760642
30/09/2014,1993.23,38.49,105.96,238.031,2014.708333,2.53,2093.257436,40.42156636,111.2774531,25.91843689
31/10/2014,1937.27,38.80666667,104.7433333,237.433,2014.791667,2.3,2039.613238,40.85676805,110.2767757,25.16274828
30/11/2014,2044.57,39.12333333,103.5266667,236.151,2014.875,2.33,2164.26753,41.41377404,109.5875432,26.60681715
31/12/2014,2054.27,39.44,102.31,234.812,2014.958333,2.21,2186.935553,41.98705049,108.9172195,26.79408548
31/01/2015,2028.18,39.89666667,101.29,233.707,2015.041667,1.88,2169.36947,42.67402825,108.3411894,26.49229542
28/02/2015,2082.2,40.35333333,100.27,234.722,2015.125,1.98,2217.519226,42.97583926,106.7864051,26.9955137
31/03/2015,2079.99,40.81,99.25,236.119,2015.208333,2.04,2202.059556,43.20503967,105.0747412,26.72860545
30/04/2015,2094.86,41.12,97.80333333,236.599,2015.291667,1.94,2213.302876,43.44491481,103.33311,26.79137168
31/05/2015,2111.94,41.43,96.35666667,237.805,2015.375,2.2,2220.032554,43.55045536,101.2883589,26.80611138
30/06/2015,2099.29,41.74,94.91,238.638,2015.458333,2.36,2199.032182,43.72316511,99.41939627,26.49589529
31/07/2015,2094.14,41.99666667,93.49333333,238.654,2015.541667,2.32,2193.490426,43.98907727,97.9288546,26.38113634
31/08/2015,2039.87,42.25333333,92.07666667,238.316,2015.625,2.17,2139.676115,44.32069109,96.58176474,25.69365842
30/09/2015,1944.41,42.51,90.66,237.945,2015.708333,2.17,2042.725505,44.65943973,95.24405566,24.49675217
31/10/2015,2024.81,42.80333333,89.28333333,237.838,2015.791667,2.07,2128.147776,44.98783522,93.8399787,25.49144105
30/11/2015,2080.62,43.09666667,87.90666667,237.336,2015.875,2.26,2191.431495,45.39194695,92.58847745,26.22585189
31/12/2015,2054.08,43.39,86.53,236.525,2015.958333,2.24,2170.896166,45.85760274,91.4509879,25.96542404
31/01/2016,1918.6,43.55333333,86.5,236.916,2016.041667,2.09,2024.364894,45.9542578,91.26840579,24.2061672
29/02/2016,1904.42,43.71666667,86.47,237.111,2016.125,1.78,2007.750674,46.08866057,91.16171893,24.00260678
31/03/2016,2021.95,43.88,86.44,238.132,2016.208333,1.89,2122.518094,46.06251092,90.73936745,25.37229862
30/04/2016,2075.54,44.07333333,86.6,239.261,2016.291667,1.81,2168.492591,46.04714764,90.4783615,25.92233754
31/05/2016,2065.55,44.26666667,86.76,240.229,2016.375,1.81,2149.359333,46.06277899,90.28027195,25.69470992
30/06/2016,2083.89,44.46,86.92,241.018,2016.458333,1.64,2161.344827,46.11250643,90.15067609,25.84037293
31/07/2016,2148.9,44.65,87.64333333,240.628,2016.541667,1.5,2232.383445,46.38462507,91.048223,26.69400326
31/08/2016,2170.95,44.84,88.36666667,240.849,2016.625,1.56,2253.220648,46.5392634,91.71542318,26.94887243
30/09/2016,2157.69,45.03,89.09,241.428,2016.708333,1.63,2234.087409,46.62437885,92.24441288,26.72787335
31/10/2016,2143.02,45.25333333,90.91,241.729,2016.791667,1.76,2216.135024,46.79727532,94.01164481,26.52514309
30/11/2016,2164.99,45.47666667,92.73,241.353,2016.875,2.14,2242.342467,47.10149282,96.04313045,26.85095353
31/12/2016,2246.63,45.7,94.55,241.432,2016.958333,2.49,2326.137971,47.31731761,97.89611335,27.86509822
31/01/2017,2275.12,45.92666667,96.46333333,242.839,2017.041667,2.43,2341.987761,47.27649145,99.29847483,28.06357374
28/02/2017,2329.91,46.15333333,98.37666667,243.603,2017.125,2.42,2390.866141,47.36081736,100.9504408,28.65510653
31/03/2017,2366.82,46.38,100.29,243.801,2017.208333,2.48,2426.769324,47.55476177,102.8302514,29.08692174
30/04/2017,2359.31,46.66,101.5333333,244.524,2017.291667,2.3,2411.916484,47.70039679,103.7972629,28.90424596
31/05/2017,2395.35,46.94,102.7766667,244.733,2017.375,2.3,2446.668861,47.94565986,104.9785919,29.31334498
30/06/2017,2433.99,47.22,104.02,244.955,2017.458333,2.19,2506.486544,48.62645065,107.1182422,29.74850324
31/07/2017,2454.1,47.53666667,105.04,244.786,2017.541667,2.32,2528.940295,48.98634605,108.2433025,30.00222074
31/08/2017,2456.22,47.85333333,106.06,245.519,2017.625,2.21,2523.568242,49.1654462,108.9681086,29.9149594
30/09/2017,2492.84,48.17,107.08,246.819,2017.708333,2.2,2547.702498,49.23012681,109.4366199,30.16811441
31/10/2017,2557,48.42333333,108.0133333,246.663,2017.791667,2.36,2614.927277,49.52033445,110.4603096,30.92039329
30/11/2017,2593.61,48.67666667,108.9466667,246.669,2017.875,2.35,2652.302138,49.77819606,111.412077,31.29891333
31/12/2017,2664.34,48.93,109.88,246.524,2017.958333,2.4,2736.702482,50.25892057,112.8642999,32.08613201
31/01/2018,2789.8,49.28666667,111.7333333,247.867,2018.041667,2.58,2850.043617,50.35097488,114.14613,33.30734383
28/02/2018,2705.16,49.64333333,113.5866667,248.991,2018.125,2.86,2751.100492,50.4864033,115.515657,32.03538234
31/03/2018,2702.77,50,115.44,249.554,2018.208333,2.84,2742.468836,50.73441019,117.1356062,31.80840906
30/04/2018,2653.63,50.33,117.7866667,250.546,2018.291667,2.87,2681.946077,50.86705609,119.0435323,30.97017929
31/05/2018,2701.49,50.66,120.1333333,251.588,2018.375,2.976,2719.008645,50.9885204,120.912375,31.24361507
30/06/2018,2754.35,50.99,122.48,251.989,2018.458333,2.91,2767.799903,51.2389918,123.0780882,31.6305565
31/07/2018,2793.64,51.44,125.1166667,252.006,2018.541667,2.89,2807.092387,51.6877022,125.7191487,31.88636696
31/08/2018,2857.82,51.89,127.7533333,252.146,2018.625,2.89,2869.987037,52.11091929,128.2972373,32.39027688
30/09/2018,2901.5,52.34,130.39,252.439,2018.708333,3,2961.273849,53.4182572,133.0761665,32.62289112
31/10/2018,2785.46,52.81,131.0566667,252.885,2018.791667,3.15,2837.829534,53.80288271,133.5206678,31.03796108
30/11/2018,2723.23,53.28,131.7233333,252.038,2018.875,3.12,2783.753305,54.46413858,134.6508611,30.19558341
31/12/2018,2567.31,53.75,132.39,251.233,2018.958333,2.83,2632.777003,55.12063752,135.7659758,28.29185701
31/01/2019,2607.39,54.14666667,133.0566667,251.712,2019.041667,2.71,2668.790745,55.42175235,136.1899833,28.38016446
28/02/2019,2754.86,54.54333333,133.7233333,252.776,2019.125,2.68,2807.864485,55.59276643,136.2962178,29.54154897
31/03/2019,2803.98,54.94,134.39,254.202,2019.208333,2.57,2841.897409,55.6829377,136.207317,29.57619601
30/04/2019,2903.8,55.31909158,134.6833333,255.548,2019.291667,2.53,2927.565781,55.77184363,135.7856319,30.13351717
31/05/2019,2854.71,55.69818316,134.9766667,256.092,2019.375,2.4,2871.9603,56.03475337,135.792297,29.24203094
30/06/2019,2890.17,56.07727474,135.27,256.143,2019.458333,2.06,2897.566284,56.22078307,135.6161718,29.28379628
31/07/2019,2996.113636,56.45818316,134.48,256.571,2019.541667,1.63,2998.770273,56.5082443,134.5992426,29.98668534
31/08/2019,2897.498182,56.83909158,133.69,256.558,2019.625,1.63,2900.214325,56.89237311,133.8153223,28.70539737
30/09/2019,2982.156,57.22,132.9,256.759,2019.708333,1.7,2982.614777,57.22880277,132.9204454,29.22952023
31/10/2019,2977.68,57.56,135.4066667,257.346,2019.791667,1.71,2971.345028,57.43754191,135.1185909,28.84112288
30/11/2019,3104.9045,57.9,137.9133333,257.208,2019.875,1.81,3099.961192,57.8078176,137.693762,29.83611146
31/12/2019,3176.749524,58.24,140.42,256.974,2019.958333,1.86,3174.579968,58.20022508,140.3241004,30.32953224
31/01/2020,3278.202857,,,256.857,2020.041667,1.76,3277.456236,,,31.11493252
